,index,address,bathrooms,country,detailedType,distance,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,newDevelopment,numPhotos,operation,parkingSpace,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts,thumbnail,url
58,8,Galluccio,6,it,"{'typology': 'countryHouse', 'subTypology': 'casalicascine'}",597229,False,1822,,False,False,,False,False,41.3549202,13.9556503,Galluccio,False,11,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",950000.0,1652.0,17882045,countryHouse,Caserta,11,False,575.0,good,"{'subtitle': 'Galluccio', 'title': 'Casa de campo/granja'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/78/d0/e4/224816495.jpg,https://www.idealista.it/immobile/17882045/
59,9,sessa mignano,1,it,"{'typology': 'chalet', 'subTypology': 'villa'}",597197,False,dd6a88cc-fb65-4c9f-bVRG,en,False,False,,False,False,41.3330522,13.9182048,Galluccio,False,8,sale,,37000.0,740.0,12942326,chalet,Caserta,3,False,50.0,,"{'subtitle': 'Galluccio', 'title': 'Villa en sessa mignano'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/08/6e/1e/145284735.jpg,https://www.idealista.it/immobile/12942326/
60,10,Via Roma,1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",597164,False,,,False,False,,False,False,41.9092446,14.7608351,Tavenna,False,3,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",30000.0,160.0,13627398,chalet,Campobasso,5,False,187.0,renew,"{'subtitle': 'Tavenna', 'title': 'Casa independiente en Via Roma'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/67/e3/ce/135919661.jpg,https://www.idealista.it/immobile/13627398/
61,11,Via delle Cave s/n,1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",597149,False,(55100190),,False,False,,False,False,40.1150138,8.5158363,Cuglieri,False,15,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",150000.0,2000.0,16721574,chalet,Oristano,3,True,75.0,good,"{'subtitle': 'Cuglieri', 'title': 'Casa independiente en Via delle Cave s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/04/18/7d/201423454.jpg,https://www.idealista.it/immobile/16721574/
62,12,Minturno,3,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",597105,False,1650,,False,False,,False,False,41.2368305,13.7487353,Minturno,False,18,sale,,358000.0,2106.0,12759383,chalet,Latina,5,False,170.0,good,"{'subtitle': 'Minturno', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/a6/f9/09/116417757.jpg,https://www.idealista.it/immobile/12759383/
63,13,Carpinone,2,it,"{'typology': 'chalet', 'subTypology': 'villa'}",597104,False,MQ090,bj,False,False,,False,False,41.590793,14.324165,Carpinone,False,10,sale,,100000.0,403.0,13095125,chalet,Isernia,5,False,248.0,renew,"{'subtitle': 'Carpinone', 'title': 'Villa'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/dd/b9/ac/125686237.jpg,https://www.idealista.it/immobile/13095125/
64,14,"Via Vigne Inferiori, 80",1,it,{'typology': 'flat'},597088,False,,1,False,False,False,False,False,41.2728301,13.8122302,Santi Cosma e Damiano,False,10,sale,,85000.0,885.0,12315483,flat,Latina,3,True,96.0,good,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Piso en Via Vigne Inferiori, 80'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ab/6d/3a/106379290.jpg,https://www.idealista.it/immobile/12315483/
65,15,Delle terme s/n,1,it,{'typology': 'flat'},597052,False,B/114,en,False,False,False,False,False,41.2925427,13.8459112,Castelforte,False,3,sale,,60000.0,750.0,17771977,flat,Latina,3,True,80.0,renew,"{'subtitle': 'Castelforte', 'title': 'Piso en Delle terme s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/0c/af/1d/223046633.jpg,https://www.idealista.it/immobile/17771977/
66,16,"Via Parchi Ausente, Minturno, LT s/n",1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",596961,False,,,False,False,,True,False,41.255432,13.7790185,Minturno,False,7,sale,,38000.0,760.0,16538477,chalet,Latina,3,True,50.0,renew,"{'subtitle': 'Minturno', 'title': 'Casa independiente en Via Parchi Ausente, Minturno, LT s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/4e/4b/13/197775079.jpg,https://www.idealista.it/immobile/16538477/
67,17,"Via Campoluongo, 295 A",2,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",596950,False,,,False,False,,True,False,41.2731393,13.8100339,Santi Cosma e Damiano,False,18,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",250000.0,1136.0,16979665,chalet,Latina,5,True,220.0,good,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Chalet adosado en Via Campoluongo, 295 A'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/fd/60/f5/206269313.jpg,https://www.idealista.it/immobile/16979665/
68,18,santi cosma e damiani s/n,1,it,{'typology': 'flat'},596950,False,,1,False,False,False,True,False,41.2731393,13.8100339,Santi Cosma e Damiano,False,4,sale,,12000.0,240.0,18110494,flat,Latina,3,True,50.0,renew,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Piso en santi cosma e damiani s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/54/68/ca/229083053.jpg,https://www.idealista.it/immobile/18110494/
69,19,santi cosma e damiano s/n,3,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",596950,False,M3,,False,False,,False,False,41.2731393,13.8100339,Santi Cosma e Damiano,False,24,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",285000.0,814.0,14783646,chalet,Latina,9,True,350.0,good,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Casa independiente en santi cosma e damiano s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/1b/7f/f6/160864005.jpg,https://www.idealista.it/immobile/14783646/
70,20,Via PETENGATE s/n,2,it,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",596950,False,22731035-18,,False,False,,False,False,41.2731393,13.8100339,Santi Cosma e Damiano,False,12,sale,,59000.0,393.0,17765167,countryHouse,Latina,5,True,150.0,renew,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Casa de pueblo en Via PETENGATE s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ee/4e/8a/222555000.jpg,https://www.idealista.it/immobile/17765167/
71,21,Roma s/n,1,it,{'typology': 'flat'},596940,False,VRA-1510,2,False,False,False,True,False,41.59113,14.3217283,Carpinone,False,5,sale,,50000.0,305.0,16109041,flat,Isernia,4,True,164.0,renew,"{'subtitle': 'Carpinone', 'title': 'Piso en Roma s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/fa/e2/9c/190123275.jpg,https://www.idealista.it/immobile/16109041/
72,22,Galluccio,1,it,{'typology': 'chalet'},596932,False,v1980,bj,False,False,,False,False,41.3369695,13.9197049,Galluccio,False,13,sale,,35000.0,700.0,16764922,chalet,Caserta,2,False,50.0,good,"{'subtitle': 'Galluccio', 'title': 'Chalet'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/9b/bb/cc/202213666.jpg,https://www.idealista.it/immobile/16764922/
73,23,Contrada Cappella,0,it,"{'typology': 'countryHouse', 'subTypology': 'casalicascine'}",596883,False,VRA-1452,,False,False,,True,False,41.5938026,14.3246586,Carpinone,False,11,sale,,13000.0,271.0,14851358,countryHouse,Isernia,2,False,48.0,renew,"{'subtitle': 'Carpinone', 'title': 'Casa de campo/granja en Contrada Cappella'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/c3/af/d5/166940778.jpg,https://www.idealista.it/immobile/14851358/
74,24,Villaggio le Querce,1,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",596856,False,,bj,False,False,,False,False,41.3354508,13.9156617,Galluccio,False,13,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",39000.0,709.0,10447861,chalet,Caserta,2,False,55.0,good,"{'subtitle': 'Galluccio', 'title': 'Chalet adosado en Villaggio le Querce'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/8d/74/57/73603721.jpg,https://www.idealista.it/immobile/10447861/
75,25,Via Stradone,2,it,"{'typology': 'chalet', 'subTypology': 'villa'}",596849,False,,,False,False,,False,False,41.2648403,13.793425,Santi Cosma e Damiano,False,39,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",165000.0,550.0,17971562,chalet,Latina,6,False,300.0,good,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Villa en Via Stradone'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/0e/42/ac/226519883.jpg,https://www.idealista.it/immobile/17971562/
76,26,Via perrusi s/n,5,it,"{'typology': 'chalet', 'subTypology': 'villa'}",596842,False,,,False,False,,False,False,41.2719461,13.8058029,Santi Cosma e Damiano,False,8,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",200000.0,571.0,17947254,chalet,Latina,9,True,350.0,renew,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Villa en Via perrusi s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/8c/15/b1/226029835.jpg,https://www.idealista.it/immobile/17947254/
77,27,"Viale Alessandro Manzoni, 86038",4,it,"{'typology': 'countryHouse', 'subTypology': 'masseria'}",596764,False,0457,,False,False,,False,False,42.0032723,14.8708421,Petacciato,False,3,sale,,72000.0,480.0,16328871,countryHouse,Campobasso,3,True,150.0,renew,"{'subtitle': 'Petacciato', 'title': 'Masseria en Viale Alessandro Manzoni, 86038'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/d3/8b/93/194200133.jpg,https://www.idealista.it/immobile/16328871/
78,28,Carpinone,0,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",596756,False,AR332ITH,,False,False,,False,False,41.595994,14.325611,Carpinone,False,33,sale,,1000000.0,873.0,8528604,chalet,Isernia,40,False,1145.0,renew,"{'subtitle': 'Carpinone', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/f7/d8/03/184528053.jpg,https://www.idealista.it/immobile/8528604/
79,29,"Via delle Terme, 60",2,it,{'typology': 'flat'},596576,False,delle Terme 60  (70705902),bj,False,False,False,True,False,41.2891394,13.8306379,Castelforte,False,7,sale,,82001.0,446.0,15885772,flat,Latina,6,True,184.0,good,"{'subtitle': 'Castelforte', 'title': 'Piso en Via delle Terme, 60'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ea/91/8d/185814699.jpg,https://www.idealista.it/immobile/15885772/
80,30,francesco baracca,2,it,{'typology': 'flat'},596522,False,Cp085,en,False,False,False,False,False,41.2762279,13.806987,Santi Cosma e Damiano,False,12,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",100000.0,637.0,12697592,flat,Latina,7,False,157.0,good,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Piso en francesco baracca'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/a7/6e/77/114049187.jpg,https://www.idealista.it/immobile/12697592/
81,31,Santi Cosma e Damiano,1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",596513,False,VV0328 (45635246),,False,False,,False,False,41.27169,13.798827,Santi Cosma e Damiano,False,10,sale,,80000.0,667.0,9626620,chalet,Latina,5,False,120.0,renew,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/91/55/c7/159397348.jpg,https://www.idealista.it/immobile/9626620/
82,32,Via Ponte Garigliano s/n,1,it,{'typology': 'flat'},596486,False,A261,bj,False,False,False,False,False,41.2497679,13.7594516,Minturno,False,17,sale,,80000.0,1143.0,12381029,flat,Latina,3,True,70.0,renew,"{'subtitle': 'Minturno', 'title': 'Piso en Via Ponte Garigliano s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/12/f9/8e/107510684.jpg,https://www.idealista.it/immobile/12381029/
83,33,Santi Cosma e Damiano,1,it,{'typology': 'chalet'},596450,False,01-V000244,bj,False,False,,False,False,41.2769279,13.806787,Santi Cosma e Damiano,False,47,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",120000.0,545.0,17545275,chalet,Latina,4,False,220.0,good,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Chalet'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/75/c6/19/217885875.jpg,https://www.idealista.it/immobile/17545275/
84,34,Vigne Superiori s/n,1,it,{'typology': 'flat'},596419,False,A259,en,False,False,False,False,False,41.2815595,13.8142958,Santi Cosma e Damiano,False,10,sale,,118000.0,1475.0,11616727,flat,Latina,3,True,80.0,good,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Piso en Vigne Superiori s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/0e/36/61/93732093.jpg,https://www.idealista.it/immobile/11616727/
85,35,Castelforte,3,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",596376,False,VV0388 (48000427),,False,False,,True,False,41.29295,13.83332,Castelforte,False,19,sale,,105000.0,1105.0,9626640,chalet,Latina,6,False,95.0,good,"{'subtitle': 'Castelforte', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/4b/e8/a5/159398589.jpg,https://www.idealista.it/immobile/9626640/
86,36,Minturno,1,it,{'typology': 'flat'},596375,False,A130VRG,en,False,False,False,False,False,41.2409628,13.741501,Minturno,False,13,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",100000.0,847.0,17127402,flat,Latina,3,False,118.0,,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/04/7f/e0/209422301.jpg,https://www.idealista.it/immobile/17127402/
87,37,Minturno,1,it,{'typology': 'flat'},596366,False,1973,1,False,False,False,False,False,41.240925,13.7412407,Minturno,False,17,sale,,74000.0,1042.0,16010241,flat,Latina,3,False,71.0,good,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/01/81/a1/188338910.jpg,https://www.idealista.it/immobile/16010241/
88,38,Montenero di Bisaccia,2,it,"{'typology': 'countryHouse', 'subTypology': 'masseria'}",596350,False,RIF.606 (54376341),,False,False,,False,False,41.941612,14.7880931,Montenero di Bisaccia,False,11,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",145000.0,690.0,13698972,countryHouse,Campobasso,10,False,210.0,renew,"{'subtitle': 'Montenero di Bisaccia', 'title': 'Masseria'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/da/e4/a2/154684215.jpg,https://www.idealista.it/immobile/13698972/
89,39,Minturno,2,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",596345,False,2478,,False,False,,False,False,41.24295,13.7444479,Minturno,False,36,sale,,170000.0,1417.0,17511491,chalet,Latina,5,False,120.0,good,"{'subtitle': 'Minturno', 'title': 'Chalet adosado'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/5b/9b/9c/217217028.jpg,https://www.idealista.it/immobile/17511491/
90,40,Minturno,1,it,{'typology': 'flat'},596291,False,1974,1,False,False,False,False,False,41.240425,13.7388407,Minturno,False,17,sale,,62000.0,886.0,16010248,flat,Latina,3,False,70.0,good,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/38/9c/fb/188338908.jpg,https://www.idealista.it/immobile/16010248/
91,41,valle di suio s/n,4,it,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",596278,False,Cp062,,False,False,,False,False,41.311798,13.8640184,Castelforte,False,21,sale,,166000.0,503.0,15269221,countryHouse,Latina,10,True,330.0,renew,"{'subtitle': 'Castelforte', 'title': 'Casa de pueblo en valle di suio s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/d3/fa/c6/174691959.jpg,https://www.idealista.it/immobile/15269221/
92,42,FRANCESCO BARACCA,1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",596262,False,,,False,False,,False,False,41.2772279,13.803587,Santi Cosma e Damiano,False,9,sale,,120000.0,667.0,16774527,chalet,Latina,4,False,180.0,good,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Casa independiente en FRANCESCO BARACCA'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/b1/62/ff/202369977.jpg,https://www.idealista.it/immobile/16774527/
93,43,Piazza Monte d'Argento s/n,1,it,{'typology': 'flat'},596260,False,a245,en,False,False,False,False,False,41.2397715,13.7370415,Minturno,False,5,sale,,100000.0,1667.0,11519812,flat,Latina,3,True,60.0,good,"{'subtitle': 'Minturno', 'title': ""Piso en Piazza Monte d'Argento s/n""}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ec/e0/1f/92482179.jpg,https://www.idealista.it/immobile/11519812/
94,44,Castelforte,3,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",596203,False,Z459W,,False,False,,True,False,41.2885419,13.8222325,Castelforte,False,14,sale,,230000.0,1917.0,17748587,chalet,Latina,6,False,120.0,good,"{'subtitle': 'Castelforte', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/69/bb/04/222211595.jpg,https://www.idealista.it/immobile/17748587/
95,45,valle di suio,4,it,"{'typology': 'countryHouse', 'subTypology': 'masseria'}",596187,False,cp062,,False,False,,False,False,41.313298,13.8648184,Castelforte,False,12,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",166000.0,474.0,12697855,countryHouse,Latina,12,False,350.0,renew,"{'subtitle': 'Castelforte', 'title': 'Masseria en valle di suio'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/bb/bb/28/114069099.jpg,https://www.idealista.it/immobile/12697855/
96,46,"Via ferrara, 29",2,it,"{'typology': 'flat', 'subTypology': 'duplex'}",596180,False,A158,bj,False,False,False,False,False,41.2765126,13.8007112,Santi Cosma e Damiano,False,16,sale,,168000.0,700.0,8154791,duplex,Latina,5,True,240.0,good,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Dúplex en Via ferrara, 29'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/79/bb/74/34182370.jpg,https://www.idealista.it/immobile/8154791/
97,47,Carpinone,2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",596171,False,pp183,,False,False,,False,False,41.5891501,14.3049979,Carpinone,False,15,sale,,200000.0,2222.0,9051751,chalet,Isernia,3,False,90.0,good,"{'subtitle': 'Carpinone', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ac/71/e2/46151164.jpg,https://www.idealista.it/immobile/9051751/
98,48,Marina di Minturno s/n,1,it,{'typology': 'flat'},596161,False,A256,1,False,False,False,False,False,41.2415876,13.7383103,Minturno,False,14,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",90000.0,1500.0,11594477,flat,Latina,3,True,60.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Marina di Minturno s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/a1/48/83/93451544.jpg,https://www.idealista.it/immobile/11594477/
99,49,PIETRO FEDELE,1,it,{'typology': 'flat'},596095,False,,en,False,False,False,False,False,41.2423467,13.7383535,Minturno,False,15,sale,,74000.0,925.0,17712345,flat,Latina,3,False,80.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en PIETRO FEDELE'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/67/3e/16/221566789.jpg,https://www.idealista.it/immobile/17712345/
